image_id,relative_path,filename,folder_name,class_label,class_idx,original_split,sha256,width,height,mode,file_size_bytes,is_duplicate_hash,split
train_nutrition_deficiency_dr_109_6156.jpg,train/nutrition_deficiency_1/dr_109_6156.jpg,dr_109_6156.jpg,nutrition_deficiency_1,nutrition_deficiency,4,train,a4b3b7099990fc387c21f2cdf248ce39c8b6cb589579ac677611f8dfff41eba4,256,256,RGB,8042,False,train
train_late_leaf_spot_dr_119_9182.jpg,train/late_leaf_spot_1/dr_119_9182.jpg,dr_119_9182.jpg,late_leaf_spot_1,late_leaf_spot,3,train,d953756e243c299306b530e22244a66b8029117f092a9c53c798651fa7c33421,256,256,RGB,9228,False,train
train_early_rust_dr_33_5127.jpg,train/early_rust_1/dr_33_5127.jpg,dr_33_5127.jpg,early_rust_1,early_rust,1,train,868686fe47e3e49fcc9f05ec6d3266c4204641bfedc0e09dd914cb1e619763e3,256,256,RGB,15369,False,train
train_healthy_leaf_dr_277_5317.jpg,train/healthy_leaf_1/dr_277_5317.jpg,dr_277_5317.jpg,healthy_leaf_1,healthy_leaf,2,train,ec59fea1bee71a54a407d84f808cad21841c95ff3f74e7d8f7b46577a501af89,256,256,RGB,9375,False,train
train_late_leaf_spot_dr_200_3957.jpg,train/late_leaf_spot_1/dr_200_3957.jpg,dr_200_3957.jpg,late_leaf_spot_1,late_leaf_spot,3,train,d38d14b2277ddbce6e6c64a17f064956894e86f1ccb87eabd63b0a88d4814d99,256,256,RGB,13751,False,train
train_early_leaf_spot_dr_44_9555.jpg,train/early_leaf_spot_1/dr_44_9555.jpg,dr_44_9555.jpg,early_leaf_spot_1,early_leaf_spot,0,train,3d7dd04159c10eab4c62010d7ac4e0d239ef5d506980aa16267bb738331bed62,256,256,RGB,10496,False,train
train_late_leaf_spot_10.jpg,train/late_leaf_spot_1/10.jpg,10.jpg,late_leaf_spot_1,late_leaf_spot,3,train,1b813ed59198c5aba836d300400e0a31132a50d3c3f025302d75b3b4a8fcc427,256,256,RGB,30828,False,train
train_healthy_leaf_117.jpg,train/healthy_leaf_1/117.jpg,117.jpg,healthy_leaf_1,healthy_leaf,2,train,7e649f988be8c2f5ef6f2bce7f8a1a20500cc098a14333e566a1df0d89fa3b32,256,256,RGB,19557,False,train
train_early_rust_dr_6_1630.jpg,train/early_rust_1/dr_6_1630.jpg,dr_6_1630.jpg,early_rust_1,early_rust,1,train,cc6a4ab876b31afd9ffe36db62450dc1db8127157acfc8aa1f132e9c575a8b35,256,256,RGB,8615,False,train
train_late_leaf_spot_77_2.jpg,train/late_leaf_spot_1/77_2.jpg,77_2.jpg,late_leaf_spot_1,late_leaf_spot,3,train,b3f3c0c55dd0e5d042be0306e856b6816ab977dbfbbc116952f13f912263b1ad,256,256,RGB,38869,False,train
train_early_leaf_spot_IMG_4950_1.jpg,train/early_leaf_spot_1/IMG_4950_1.jpg,IMG_4950_1.jpg,early_leaf_spot_1,early_leaf_spot,0,train,1facf62b81276d1b0e860cf5f57a97c15fa791ce1d679bde02eba088de42ef25,256,256,RGB,22836,False,train
train_early_leaf_spot_dr_20_6661.jpg,train/early_leaf_spot_1/dr_20_6661.jpg,dr_20_6661.jpg,early_leaf_spot_1,early_leaf_spot,0,train,d4972bf91923481b676f7de071e03b6476a63015da34713209d5a8da00051732,256,256,RGB,8292,False,train
train_early_leaf_spot_dr_53_8956.jpg,train/early_leaf_spot_1/dr_53_8956.jpg,dr_53_8956.jpg,early_leaf_spot_1,early_leaf_spot,0,train,b08b394e11cae7c53578dfd6f567c6fde4ea62cd71659b77d490c85f6bc8f879,256,256,RGB,9885,False,train
train_rust_dr_38_9885.jpg,train/rust_1/dr_38_9885.jpg,dr_38_9885.jpg,rust_1,rust,5,train,d6891a6fe2f6db231e4b43945d3c9398f80b192501dc2d7ce1d9dab411d4d264,256,256,RGB,8615,False,train
train_healthy_leaf_dr_122_4665.jpg,train/healthy_leaf_1/dr_122_4665.jpg,dr_122_4665.jpg,healthy_leaf_1,healthy_leaf,2,train,2e4cd17375834ed2f15e8d0e23683474f721b8eed958aa6b54ed14c41187a478,256,256,RGB,11482,False,train
train_healthy_leaf_dr_399_2105.jpg,train/healthy_leaf_1/dr_399_2105.jpg,dr_399_2105.jpg,healthy_leaf_1,healthy_leaf,2,train,0f31f94c42cce7c52992eee66149201c312202780e8550c9f980ecc89c0776a5,256,256,RGB,8674,False,train
train_late_leaf_spot_dr_107_9985.jpg,train/late_leaf_spot_1/dr_107_9985.jpg,dr_107_9985.jpg,late_leaf_spot_1,late_leaf_spot,3,train,9235755298dedf10476916277a88fdbef09c60dac90565e9ac5ca426d94043cb,256,256,RGB,8841,False,train
train_late_leaf_spot_dr_13_4592.jpg,train/late_leaf_spot_1/dr_13_4592.jpg,dr_13_4592.jpg,late_leaf_spot_1,late_leaf_spot,3,train,be610206b7b144f2c818f1346db2764619362a905548b6ff29f595afa664388d,256,256,RGB,7397,False,train
train_early_rust_dr_27_1463.jpg,train/early_rust_1/dr_27_1463.jpg,dr_27_1463.jpg,early_rust_1,early_rust,1,train,7f2a4fe98e8b6bb793ce4ee0947e1ee46f6686f8dc7d50a00ebd9a4637f31d1b,256,256,RGB,11017,False,train
train_rust_dr_6_2197.jpg,train/rust_1/dr_6_2197.jpg,dr_6_2197.jpg,rust_1,rust,5,train,98a6d92e9d9e6766043e0c11b27d962dd5edb2bc7dc9b1fe976303d499c0933e,256,256,RGB,12494,False,train
train_late_leaf_spot_dr_48_7686.jpg,train/late_leaf_spot_1/dr_48_7686.jpg,dr_48_7686.jpg,late_leaf_spot_1,late_leaf_spot,3,train,68d9b96a65e5a8fa7661409d28742d98f259bb1d8cbbd5762757e948a7c13ec9,256,256,RGB,8171,False,train
train_rust_dr_0_8987.jpg,train/rust_1/dr_0_8987.jpg,dr_0_8987.jpg,rust_1,rust,5,train,e3d03acc51e4f4ecbf79fbbcab1ccfcfd23d26abd9fceb7904374ec6f74ecd42,256,256,RGB,11476,False,train
train_late_leaf_spot_dr_14_8669.jpg,train/late_leaf_spot_1/dr_14_8669.jpg,dr_14_8669.jpg,late_leaf_spot_1,late_leaf_spot,3,train,5088566b211629479e6b4563458f1e958703c3008a74d01cd4d8b687626a08ca,256,256,RGB,9645,False,train
train_early_rust_dr_45_8146.jpg,train/early_rust_1/dr_45_8146.jpg,dr_45_8146.jpg,early_rust_1,early_rust,1,train,e7e2f13f7647bd03154cf80439950c7827d62e3fb92c312fb9e6fbcad97fde6e,256,256,RGB,12315,False,train
train_nutrition_deficiency_dr_63_8922.jpg,train/nutrition_deficiency_1/dr_63_8922.jpg,dr_63_8922.jpg,nutrition_deficiency_1,nutrition_deficiency,4,train,1d93a35345cb1caed3127c232f1a4322c618c767759d62aa752d6b5e09947ce3,256,256,RGB,8769,False,train
train_early_leaf_spot_dr_97_6692.jpg,train/early_leaf_spot_1/dr_97_6692.jpg,dr_97_6692.jpg,early_leaf_spot_1,early_leaf_spot,0,train,d50866aa7d2a6f60e9a439ddadfb80e4a6c9fe41388b66c1ae18728e48b49692,256,256,RGB,8486,False,train
train_late_leaf_spot_dr_165_9132.jpg,train/late_leaf_spot_1/dr_165_9132.jpg,dr_165_9132.jpg,late_leaf_spot_1,late_leaf_spot,3,train,f76ad6072514cc9ecb69146a9103f69114c5dd85a5e62d3517d0330c8c382e67,256,256,RGB,9241,False,train
train_nutrition_deficiency_IMG_6540_1.jpg,train/nutrition_deficiency_1/IMG_6540_1.jpg,IMG_6540_1.jpg,nutrition_deficiency_1,nutrition_deficiency,4,train,fa9614e31c09c03ac210e438c3a9a657f148fc1739bb9ec02d92b8ee54ee524e,256,256,RGB,21727,False,train
train_healthy_leaf_dr_437_852.jpg,train/healthy_leaf_1/dr_437_852.jpg,dr_437_852.jpg,healthy_leaf_1,healthy_leaf,2,train,3c19de77fe7fa959596b8388e67c1cf8d13cfcfa6c66baa03ac16ec4e86dc343,256,256,RGB,7999,False,train
train_early_leaf_spot_dr_11_6824.jpg,train/early_leaf_spot_1/dr_11_6824.jpg,dr_11_6824.jpg,early_leaf_spot_1,early_leaf_spot,0,train,5cd26d91bf38c8d0ab09251ecda5c2f1cce76c86707094ca18b7b26a5b58e945,256,256,RGB,9344,False,train
train_nutrition_deficiency_dr_77_6580.jpg,train/nutrition_deficiency_1/dr_77_6580.jpg,dr_77_6580.jpg,nutrition_deficiency_1,nutrition_deficiency,4,train,03d4bd65a6211c429577a95ce4b6d202a6b8cca0223200f6307a4bbfd211e474,256,256,RGB,6633,False,train
train_rust_dr_52_8670.jpg,train/rust_1/dr_52_8670.jpg,dr_52_8670.jpg,rust_1,rust,5,train,cefbd004d5414aaab7344f17beedcab695352322fc1a020fb9d317c3ceb364d0,256,256,RGB,14782,False,train
train_healthy_leaf_136.jpg,train/healthy_leaf_1/136.jpg,136.jpg,healthy_leaf_1,healthy_leaf,2,train,6eb062fafbed7c2567df4accc5b4189cb0ef90afd6f6c9d4fd26447ba27dd8eb,256,256,RGB,27270,False,train
train_early_leaf_spot_dr_93_9712.jpg,train/early_leaf_spot_1/dr_93_9712.jpg,dr_93_9712.jpg,early_leaf_spot_1,early_leaf_spot,0,train,cabefc74b29ec8185ffc900679f2433e2211a2d9ee95772c78c3e7c30c94a771,256,256,RGB,7678,False,train
train_healthy_leaf_IMG_1221.jpg,train/healthy_leaf_1/IMG_1221.jpg,IMG_1221.jpg,healthy_leaf_1,healthy_leaf,2,train,3c5a02f1c24496c2797acd8ddc5a4a4f2ce4e1ccd44bcaab2d12eddaaf4d5e91,256,256,RGB,22398,False,train
train_healthy_leaf_dr_59_93.jpg,train/healthy_leaf_1/dr_59_93.jpg,dr_59_93.jpg,healthy_leaf_1,healthy_leaf,2,train,08c4ee13e94b8acf11e423be2f3784d2f0ecd8b4de2f9419278def1247db6ddd,256,256,RGB,7140,False,train
train_late_leaf_spot_dr_41_4080.jpg,train/late_leaf_spot_1/dr_41_4080.jpg,dr_41_4080.jpg,late_leaf_spot_1,late_leaf_spot,3,train,378bbe102f7ca8507d9a5c3e2a08456f9c6d242d5d6b8ec1b5fa1eef2877496b,256,256,RGB,11252,False,train
train_late_leaf_spot_dr_135_757.jpg,train/late_leaf_spot_1/dr_135_757.jpg,dr_135_757.jpg,late_leaf_spot_1,late_leaf_spot,3,train,4f93a7991b5647df9c0bf07006c9f6c1b6676d9ca98dae816c7dd7034427d152,256,256,RGB,9600,False,train
train_healthy_leaf_dr_55_482.jpg,train/healthy_leaf_1/dr_55_482.jpg,dr_55_482.jpg,healthy_leaf_1,healthy_leaf,2,train,c4bd9b5a035777d772d796ed389f16475e735f0d7b5e02170a5864b395e2bea0,256,256,RGB,9452,False,train
train_early_leaf_spot_dr_55_893.jpg,train/early_leaf_spot_1/dr_55_893.jpg,dr_55_893.jpg,early_leaf_spot_1,early_leaf_spot,0,train,0cf3187b3c0d5c31b00a27065756a6c6febd875ddd0b9800f3d3ac38b47c38ed,256,256,RGB,8914,False,train
train_rust_dr_53_8159.jpg,train/rust_1/dr_53_8159.jpg,dr_53_8159.jpg,rust_1,rust,5,train,0075c5bad9a35064b0cd252db5631d7a468c67f48abf432269a2c758beaaa6c1,256,256,RGB,15273,False,train
train_early_leaf_spot_dr_64_7256.jpg,train/early_leaf_spot_1/dr_64_7256.jpg,dr_64_7256.jpg,early_leaf_spot_1,early_leaf_spot,0,train,a155366f416e01ca3c1e44884b182a28b80674f25b29b75e0cc7573ef64d2b6d,256,256,RGB,7614,False,train
